ID;Datetime;Username;Content;clean_text;text_token
1596140895002591234;2022-11-25 13:56:58+00:00;dndtirani;"Dicekik Lalu Dijambak, Polisi Aniaya Selebgram Kalsel | 
Jokowi Pemain Cebong LGBT Cianjur Fajar Pray For Cianjur Gitasav Iran Jeddah Asia Jepang #GempaBumi #FIFAWorldCup #PenguasaPengkhianatRakyat #BuzzeRp_SampahPeradaban #AniesPresiden2024 #reformasi https://t.co/9CIcfgYXOq";cekik jambak polisi aniaya selebgram kalsel jokowi main cebong lgbt cianjur fajar pray for cianjur gitasav iran jeddah asia jepang;['cekik', 'jambak', 'polisi', 'aniaya', 'selebgram', 'kalsel', 'jokowi', 'main', 'cebong', 'lgbt', 'cianjur', 'fajar', 'pray', 'for', 'cianjur', 'gitasav', 'iran', 'jeddah', 'asia', 'jepang']
1596140742074060801;2022-11-25 13:56:22+00:00;dndtirani;"Ustaz Yusuf Mansur Sebut Harga MU Rp 167 Triliun Murah, Bedakan Dream Dengan Halu | 
Jokowi Pemain Cebong LGBT Cianjur Fajar Pray For Cianjur Gitasav Iran Jeddah Asia Jepang #GempaBumi #FIFAWorldCup #PenguasaPengkhianatRakyat #reformasi #AniesPresiden2024 https://t.co/B5oqUDFEnP";ustaz yusuf mansur harga mu rp triliun murah beda dream halu jokowi main cebong lgbt cianjur fajar pray for cianjur gitasav iran jeddah asia jepang;['ustaz', 'yusuf', 'mansur', 'harga', 'mu', 'rp', 'triliun', 'murah', 'beda', 'dream', 'halu', 'jokowi', 'main', 'cebong', 'lgbt', 'cianjur', 'fajar', 'pray', 'for', 'cianjur', 'gitasav', 'iran', 'jeddah', 'asia', 'jepang']
1596140624641945601;2022-11-25 13:55:54+00:00;dndtirani;"Update Korban Gempa Cianjur: 310 Meninggal, 24 Orang Masih Hilang | 
Jokowi Pemain Cebong LGBT Cianjur Fajar Pray For Cianjur Gitasav Iran Jeddah Asia Jepang #GempaBumi #FIFAWorldCup #PenguasaPengkhianatRakyat #BuzzeRp_SampahPeradaban #AniesPresiden2024 https://t.co/hmiX8CWqgq";update korban gempa cianjur tinggal hilang jokowi main cebong lgbt cianjur fajar pray for cianjur gitasav iran jeddah asia jepang;['update', 'korban', 'gempa', 'cianjur', 'tinggal', 'hilang', 'jokowi', 'main', 'cebong', 'lgbt', 'cianjur', 'fajar', 'pray', 'for', 'cianjur', 'gitasav', 'iran', 'jeddah', 'asia', 'jepang']
1596140493616054273;2022-11-25 13:55:23+00:00;dndtirani;"Natalius Pigai: Masih Ada 30 Pintu Kejahatan Korupsi di Kemendagri | 
Jokowi Pemain Cebong LGBT Cianjur Fajar Pray For Cianjur Gitasav Iran Jeddah Asia Jepang #GempaBumi #FIFAWorldCup #PenguasaPengkhianatRakyat #BuzzeRp_SampahPeradaban #AniesPresiden2024 https://t.co/aflwRWyE7e";natalius pigai pintu jahat korupsi kemendagri jokowi main cebong lgbt cianjur fajar pray for cianjur gitasav iran jeddah asia jepang;['natalius', 'pigai', 'pintu', 'jahat', 'korupsi', 'kemendagri', 'jokowi', 'main', 'cebong', 'lgbt', 'cianjur', 'fajar', 'pray', 'for', 'cianjur', 'gitasav', 'iran', 'jeddah', 'asia', 'jepang']
1596140285511479303;2022-11-25 13:54:33+00:00;dndtirani;"Makin Panas! Kabareskrim 'Serang Balik' Ferdy Sambo Cs: Kematian Brigadir J Saja Ditutupi | 
Jokowi Pemain Cebong LGBT Cianjur Fajar Pray For Cianjur Gitasav Iran Jeddah Asia Jepang #GempaBumi #FIFAWorldCup #PenguasaPengkhianatRakyat  #AniesPresiden2024 https://t.co/RcmEyS0nBp";panas kabareskrim serang ferdy sambo cs mati brigadir tutup jokowi main cebong lgbt cianjur fajar pray for cianjur gitasav iran jeddah asia jepang;['panas', 'kabareskrim', 'serang', 'ferdy', 'sambo', 'cs', 'mati', 'brigadir', 'tutup', 'jokowi', 'main', 'cebong', 'lgbt', 'cianjur', 'fajar', 'pray', 'for', 'cianjur', 'gitasav', 'iran', 'jeddah', 'asia', 'jepang']
1596140115226947584;2022-11-25 13:53:52+00:00;dndtirani;"China Kuasai 90 Persen Nikel Indonesia, Said Didu: Program 'Menjual' Negara Hampir Tuntas | 
Jokowi Pemain Cebong LGBT Cianjur Fajar Pray For Cianjur Gitasav Iran Jeddah Asia Jepang #GempaBumi #FIFAWorldCup #PenguasaPengkhianatRakyat  #AniesPresiden2024 https://t.co/syknrO00Gc";china kuasa persen nikel indonesia said didu program jual negara ir tuntas jokowi main cebong lgbt cianjur fajar pray for cianjur gitasav iran jeddah asia jepang;['china', 'kuasa', 'persen', 'nikel', 'indonesia', 'said', 'didu', 'program', 'jual', 'negara', 'ir', 'tuntas', 'jokowi', 'main', 'cebong', 'lgbt', 'cianjur', 'fajar', 'pray', 'for', 'cianjur', 'gitasav', 'iran', 'jeddah', 'asia', 'jepang']
1596136988264247297;2022-11-25 13:41:27+00:00;Toni24551456;"@Adzani03_Putri Alhamdulillah 
Rakyat bersatu ingin Indonesia lebih baik bersama pemimpin baik..❗

Perubahan merupakan hal  penting yg harus di perjuangkan 
#AniesPresiden2024 https://t.co/lA4NA8mnvt";alhamdulillah rakyat indonesia pimpin ubah yg juang;['alhamdulillah', 'rakyat', 'indonesia', 'pimpin', 'ubah', 'yg', 'juang']
1596135903130288128;2022-11-25 13:37:08+00:00;ImamZai16390311;"Mereka (6 parpol) tdk mendeklarasikan sekarang karena ingin menyelesaikan tanggung jawab sbg koalisi PDIP insha Allah setelah mendekati pilpres mereka secara resmi deklarasikan dukung ARB.
#AniesPresiden2024 https://t.co/bkM5gIxEWC";parpol tdk deklarasi selesai tanggung sbg koalisi pdip insha allah pilpres resmi deklarasi dukung arb;['parpol', 'tdk', 'deklarasi', 'selesai', 'tanggung', 'sbg', 'koalisi', 'pdip', 'insha', 'allah', 'pilpres', 'resmi', 'deklarasi', 'dukung', 'arb']
1596135589623255040;2022-11-25 13:35:53+00:00;aniesnasional;"Jangan hanya beredar di Twitter, bagikan ke medsos yang lain. Bantu sebarkan ke semua medsos anda...

#143Anies 
#AniesNasional 
#AniesPresiden2024 https://t.co/EbYd56dkhd";edar twitter medsos bantu sebar medsos;['edar', 'twitter', 'medsos', 'bantu', 'sebar', 'medsos']
1596133282928005120;2022-11-25 13:26:44+00:00;the3brothers2;"catetttttt ya drunnn!
@ekowBoy 
@MCAOps 
@Mdy_Asmara1701 
@maspiyuaja 
@hnurwahid 
@Pendukung_ANIES 
@aniesbaswedan 
@PKSejahtera 
@MS_Didu 
@Muhammad_Saewad 
@AdhieMassardi
@marlina_idha
@bos_sir
@jagadmana
@Relawananies
@musniumar
@sutanmangara
@JarnasABW
#AniesPresiden2024 https://t.co/iXvhuleVZY";catetttttt drunnn;['catetttttt', 'drunnn']
1596133113608167427;2022-11-25 13:26:03+00:00;ImamZai16390311;"@DsSupriyady @geloraco Nggaklah pak Anies bukan tipe pendendam beliau orng baik harus kita dukung
#AniesPresiden2024";nggaklah anies tipe dendam beliau orng dukung;['nggaklah', 'anies', 'tipe', 'dendam', 'beliau', 'orng', 'dukung']
1596131675507167232;2022-11-25 13:20:20+00:00;ReadOne30777215;"SMRC...??
kata Abah Ridwan Saidi, Gw lebih percaya Tukang Sulap daripada tukang Sulpei...🤣🤣🤣👎 
Up..

#AniesPresiden2024 https://t.co/iVuAwxGa2r";smrc abah ridwan saidi gw percaya tukang sulap tukang sulpei up;['smrc', 'abah', 'ridwan', 'saidi', 'gw', 'percaya', 'tukang', 'sulap', 'tukang', 'sulpei', 'up']
1596122214457577472;2022-11-25 12:42:45+00:00;Azhari89456519;"Pemimpin yang adil, amanah, cerdas, visioner, dan nasionalis.
MAJU NEGERINYA
SEJAHTERA RAKYATNYA
#AniesPresiden2024 
#AniesPresidenRI2024 https://t.co/c7pJiKjWKZ";pimpin adil amanah cerdas visioner nasionalis maju negeri sejahtera rakyat;['pimpin', 'adil', 'amanah', 'cerdas', 'visioner', 'nasionalis', 'maju', 'negeri', 'sejahtera', 'rakyat']
